Secteur d'activité;Année;Trimestre;Dernier jour du trimestre;Immatriculations;Radiations;Economiquement actifs;Administrativement actifs;Chiffres d'affaires
M4 - Activités spécialisées de design, graphisme et d'infographie;2024;1;2024-03-31;6076.0;1378.0;40857.0;84159.0;187169481.0
N2 - Autres activités de service administratif et de soutien;2024;1;2024-03-31;12343.0;2421.0;55137.0;108197.0;242805762.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2024;2;2024-06-30;2380.0;975.0;32783.0;54712.0;175650984.0
IZ2 - Restauration et débits de boissons;2024;2;2024-06-30;5073.0;1347.0;31320.0;62992.0;207122032.0
KZ - Activités financières et d'assurance;2024;2;2024-06-30;855.0;370.0;6661.0;14254.0;45889436.0
LZ - Activités immobilières;2024;2;2024-06-30;4281.0;1945.0;25864.0;70946.0;197188593.0
PZ - Enseignement;2024;2;2024-06-30;6144.0;2351.0;94917.0;159497.0;387569702.0
S3 - Autres services personnels;2024;3;2024-09-30;10211.0;3232.0;103788.0;185967.0;316448466.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2024;4;2024-12-31;2019.0;6122.7352585;31756.0;51563.0;166580548.0
G6 - Commerce de détail non spécialisé;2009;1;2009-03-31;4505.0;76.0;846.0;4431.0;3573212.0
JZ - Informatique, information et communication;2009;1;2009-03-31;4635.0;38.0;704.0;4597.0;2319270.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2009;1;2009-03-31;2207.0;15.0;254.0;2192.0;704544.0
F3 - BTP travaux de finition;2009;2;2009-06-30;4786.0;104.0;2619.0;8581.0;12427590.0
G5 - Commerce de détail sur marchés non classé ailleurs;2009;2;2009-06-30;5297.0;171.0;3916.0;9788.0;13157586.0
G6 - Commerce de détail non spécialisé;2009;2;2009-06-30;4732.0;226.0;2666.0;8937.0;9317724.0
R2 - Activités sportives;2009;3;2009-09-30;1775.0;112.0;1507.0;3612.0;4592187.0
S3 - Autres services personnels;2009;3;2009-09-30;3731.0;380.0;4405.0;11045.0;9887700.0
PZ - Enseignement;2009;4;2009-12-31;4989.0;502.0;8265.0;15830.0;24522783.0
G6 - Commerce de détail non spécialisé;2010;1;2010-03-31;6809.0;957.0;7877.0;22031.0;24975616.0
M3 - Conseil pour les affaires et autres conseils de gestion;2010;1;2010-03-31;8349.0;666.0;9741.0;25189.0;48682724.0
IZ2 - Restauration et débits de boissons;2010;2;2010-06-30;2887.0;513.0;5743.0;12535.0;31408064.0
R1 - Arts, spectacles et autres activités récréatives;2010;2;2010-06-30;4542.0;516.0;10924.0;25735.0;25311874.0
G5 - Commerce de détail sur marchés non classé ailleurs;2010;3;2010-09-30;3104.0;1104.0;17099.0;31408.0;44051009.0
IZ1 - Hébergement;2010;3;2010-09-30;294.0;61.0;2263.0;2922.0;16782327.0
N2 - Autres activités de service administratif et de soutien;2010;3;2010-09-30;3672.0;1176.0;11853.0;28603.0;37198380.0
M3 - Conseil pour les affaires et autres conseils de gestion;2010;4;2010-12-31;4888.0;3580.0;15344.0;34507.0;79480665.0
KZ - Activités financières et d'assurance;2011;1;2011-03-31;652.0;354.0;1614.0;3719.0;6982387.0
M1 - Activités juridiques;2011;1;2011-03-31;127.0;33.0;632.0;1005.0;2315440.0
G2 - Commerce de gros, intermédiaires du commerce;2011;2;2011-06-30;2446.0;1981.0;6791.0;17739.0;33527938.0
QZ - Santé;2011;3;2011-09-30;2322.0;834.0;14867.0;22093.0;30425768.0
S3 - Autres services personnels;2011;3;2011-09-30;2875.0;2385.0;16035.0;31373.0;39123484.0
UZ - Autres;2011;3;2011-09-30;6.0;12.0;50.0;107.0;208959.0
F2 - BTP travaux d'installation;2011;4;2011-12-31;2648.0;2529.0;12525.0;24947.0;68689062.0
G5 - Commerce de détail sur marchés non classé ailleurs;2011;4;2011-12-31;2533.0;2784.0;20012.0;37145.0;50151236.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2011;4;2011-12-31;2082.0;1988.0;10698.0;22639.0;36182842.0
M5 - Autres activités scientifiques et techniques;2011;4;2011-12-31;3489.0;3065.0;16209.0;32610.0;59333265.0
G2 - Commerce de gros, intermédiaires du commerce;2012;1;2012-03-31;3208.0;1880.0;7776.0;19394.0;36881750.0
HZ2 - Transports routier de fret et déménagement;2012;1;2012-03-31;167.0;180.0;521.0;1233.0;1728557.0
F1 - BTP gros-oeuvre;2012;2;2012-06-30;3748.0;2118.0;16898.0;33889.0;78014949.0
PZ - Enseignement;2012;2;2012-06-30;3184.0;2282.0;26336.0;43614.0;81954692.0
M5 - Autres activités scientifiques et techniques;2012;3;2012-09-30;3645.0;2263.0;19138.0;38839.0;63485785.0
PZ - Enseignement;2012;3;2012-09-30;4598.0;2367.0;24662.0;45845.0;59915535.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2012;4;2012-12-31;220.0;292.0;1163.0;2109.0;6219501.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2012;4;2012-12-31;2991.0;3631.0;18891.0;34298.0;73759527.0
CZ1 - Industrie;2013;2;2013-06-30;3670.0;1984.0;29384.0;45859.0;83697932.0
CZ2 - Métiers de bouche;2013;2;2013-06-30;1558.0;1075.0;9024.0;15293.0;31407249.0
F1 - BTP gros-oeuvre;2013;2;2013-06-30;3732.0;2322.0;20261.0;37891.0;88604760.0
UZ - Autres;2013;2;2013-06-30;4.0;8.0;45.0;82.0;162020.0
S3 - Autres services personnels;2013;3;2013-09-30;2455.0;2078.0;21673.0;34942.0;51733718.0
G1 - Commerce-réparation d'automobiles;2013;4;2013-12-31;2360.0;2232.0;10420.0;21462.0;44356275.0
N2 - Autres activités de service administratif et de soutien;2013;4;2013-12-31;3044.0;3934.0;21120.0;36542.0;69038542.0
IZ1 - Hébergement;2014;2;2014-06-30;442.0;141.0;4412.0;5373.0;24035521.0
M1 - Activités juridiques;2014;2;2014-06-30;89.0;61.0;822.0;1394.0;4339228.0
S1 - Réparations hors automobile;2014;3;2014-09-30;1420.0;1056.0;15176.0;23079.0;38667407.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2014;4;2014-12-31;3012.0;3901.0;22702.0;38824.0;80385845.0
IZ1 - Hébergement;2014;4;2014-12-31;190.0;341.0;3804.0;5332.0;12491818.0
IZ2 - Restauration et débits de boissons;2014;4;2014-12-31;2154.0;2515.0;12970.0;23669.0;56940540.0
KZ - Activités financières et d'assurance;2014;4;2014-12-31;568.0;654.0;2626.0;4878.0;10781151.0
S3 - Autres services personnels;2014;4;2014-12-31;2615.0;3470.0;23776.0;36323.0;57209555.0
HZ1 - Taxis - VTC;2015;1;2015-03-31;1442.0;371.0;1992.0;6676.0;6298959.0
HZ2 - Transports routier de fret et déménagement;2015;1;2015-03-31;229.0;106.0;758.0;1757.0;2124771.0
M3 - Conseil pour les affaires et autres conseils de gestion;2015;1;2015-03-31;5624.0;1952.0;22518.0;46429.0;97476890.0
G5 - Commerce de détail sur marchés non classé ailleurs;2015;2;2015-06-30;3016.0;1305.0;30805.0;49777.0;63184973.0
M2 - Activités comptables, de conseil et d'ingénierie;2015;3;2015-09-30;2716.0;1429.0;18868.0;38139.0;73094437.0
F3 - BTP travaux de finition;2015;4;2015-12-31;3204.0;10858.0;41648.0;67492.0;203799476.0
F2 - BTP travaux d'installation;2016;2;2016-06-30;2294.0;1047.0;21052.0;35511.0;110748263.0
G6 - Commerce de détail non spécialisé;2016;2;2016-06-30;2463.0;1299.0;17353.0;31880.0;60861922.0
PZ - Enseignement;2016;2;2016-06-30;3384.0;1980.0;43287.0;65196.0;129919829.0
S2 - Coiffure et soins du corps;2016;3;2016-09-30;2069.0;1422.0;39884.0;51413.0;100988029.0
S2 - Coiffure et soins du corps;2016;4;2016-12-31;2337.0;5175.0;40646.0;48575.0;109661902.0
JZ - Informatique, information et communication;2017;1;2017-03-31;5021.0;1713.0;22230.0;44780.0;80147027.0
IZ1 - Hébergement;2017;2;2017-06-30;536.0;125.0;5934.0;7197.0;34030171.0
M2 - Activités comptables, de conseil et d'ingénierie;2017;2;2017-06-30;3456.0;1538.0;21934.0;42188.0;96877467.0
CZ1 - Industrie;2017;3;2017-09-30;3055.0;1369.0;41457.0;63536.0;124821744.0
LZ - Activités immobilières;2017;3;2017-09-30;2295.0;903.0;9637.0;21507.0;59344010.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2017;4;2017-12-31;263.0;516.0;1824.0;2945.0;9747453.0
LZ - Activités immobilières;2017;4;2017-12-31;2609.0;2998.0;9979.0;21118.0;58972151.0
F1 - BTP gros-oeuvre;2018;1;2018-03-31;4022.0;1040.0;27560.0;47287.0;135481485.0
F3 - BTP travaux de finition;2018;1;2018-03-31;6075.0;1615.0;46482.0;74960.0;238978391.0
M5 - Autres activités scientifiques et techniques;2018;1;2018-03-31;6060.0;1707.0;33128.0;59859.0;118505542.0
PZ - Enseignement;2018;2;2018-06-30;4110.0;2437.0;51585.0;78139.0;165595512.0
F1 - BTP gros-oeuvre;2018;3;2018-09-30;2558.0;993.0;29767.0;51017.0;162636137.0
LZ - Activités immobilières;2018;4;2018-12-31;3276.0;3362.0;13475.0;27319.0;94882503.0
CZ1 - Industrie;2019;1;2019-03-31;6328.0;1465.0;46935.0;72967.0;145515600.0
IZ2 - Restauration et débits de boissons;2019;1;2019-03-31;4052.0;1338.0;18919.0;36427.0;93252262.0
G1 - Commerce-réparation d'automobiles;2019;2;2019-06-30;3348.0;1280.0;17900.0;35791.0;92038597.0
JZ - Informatique, information et communication;2019;2;2019-06-30;5708.0;1908.0;30988.0;61129.0;159813173.0
QZ - Santé;2019;2;2019-06-30;3874.0;1544.0;61960.0;78963.0;204860029.0
AZ - Agriculture, sylviculture et pêche;2019;4;2019-12-31;135.0;224.0;1900.0;2714.0;6886664.0
F3 - BTP travaux de finition;2019;4;2019-12-31;5579.0;6883.0;58461.0;87268.0;418180010.0
KZ - Activités financières et d'assurance;2019;4;2019-12-31;1064.0;1136.0;5160.0;9430.0;34701735.0
LZ - Activités immobilières;2019;4;2019-12-31;4386.0;3674.0;17379.0;36111.0;139753790.0
HZ2 - Transports routier de fret et déménagement;2020;1;2020-03-31;701.0;181.0;1816.0;4553.0;5424579.0
IZ1 - Hébergement;2020;1;2020-03-31;709.0;157.0;5644.0;10166.0;17594561.0
S2 - Coiffure et soins du corps;2020;1;2020-03-31;4667.0;1139.0;51447.0;69004.0;116386314.0
HZ1 - Taxis - VTC;2020;2;2020-06-30;940.0;435.0;8598.0;21490.0;21067863.0
R2 - Activités sportives;2020;2;2020-06-30;1196.0;551.0;21508.0;46008.0;46357410.0
G5 - Commerce de détail sur marchés non classé ailleurs;2020;3;2020-09-30;1772.0;800.0;30662.0;51814.0;94750093.0
HZ2 - Transports routier de fret et déménagement;2020;3;2020-09-30;725.0;203.0;2162.0;5402.0;7441142.0
M2 - Activités comptables, de conseil et d'ingénierie;2020;3;2020-09-30;5186.0;1990.0;31830.0;67746.0;162127443.0
UZ - Autres;2020;3;2020-09-30;0.0;1.0;33.0;59.0;126876.0
F2 - BTP travaux d'installation;2020;4;2020-12-31;4465.0;4606.0;36227.0;53919.0;297677356.0
HZ1 - Taxis - VTC;2020;4;2020-12-31;1612.0;2900.0;10730.0;21209.0;32627829.0
N1 - Activités de nettoyage;2020;4;2020-12-31;6046.0;5008.0;41421.0;66722.0;169431482.0
R1 - Arts, spectacles et autres activités récréatives;2020;4;2020-12-31;4579.0;8610.0;43297.0;92478.0;124575739.0
LZ - Activités immobilières;2021;1;2021-03-31;6762.0;1631.0;19894.0;50408.0;157090151.0
M3 - Conseil pour les affaires et autres conseils de gestion;2021;1;2021-03-31;14395.0;4530.0;51635.0;123700.0;312185521.0
N2 - Autres activités de service administratif et de soutien;2021;1;2021-03-31;6571.0;1595.0;33687.0;65774.0;132273011.0
S2 - Coiffure et soins du corps;2021;1;2021-03-31;6264.0;1215.0;58563.0;79720.0;167366243.0
UZ - Autres;2021;1;2021-03-31;6.0;3.0;33.0;58.0;103864.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2021;2;2021-06-30;401.0;167.0;2862.0;6792.0;17077554.0
G5 - Commerce de détail sur marchés non classé ailleurs;2021;2;2021-06-30;1530.0;629.0;30238.0;50972.0;78750132.0
M5 - Autres activités scientifiques et techniques;2021;2;2021-06-30;5430.0;1859.0;49014.0;94820.0;218887107.0
S1 - Réparations hors automobile;2021;2;2021-06-30;2011.0;635.0;21491.0;32996.0;80408468.0
AZ - Agriculture, sylviculture et pêche;2021;3;2021-09-30;119.0;49.0;2193.0;3183.0;9102974.0
CZ2 - Métiers de bouche;2021;3;2021-09-30;1423.0;638.0;16929.0;28351.0;87194923.0
N1 - Activités de nettoyage;2021;3;2021-09-30;6280.0;1536.0;49891.0;83623.0;202602755.0
PZ - Enseignement;2021;3;2021-09-30;9713.0;2706.0;68532.0;122040.0;206829133.0
R1 - Arts, spectacles et autres activités récréatives;2021;3;2021-09-30;6290.0;1857.0;54614.0;104851.0;181056802.0
S1 - Réparations hors automobile;2021;3;2021-09-30;1463.0;558.0;21637.0;33901.0;78153226.0
F2 - BTP travaux d'installation;2021;4;2021-12-31;3562.0;6173.0;40254.0;60450.0;330952652.0
G6 - Commerce de détail non spécialisé;2021;4;2021-12-31;5989.0;10310.0;35503.0;72998.0;206028767.0
HZ3 - Activités de poste et de courrier;2021;4;2021-12-31;17051.0;31327.0;47660.0;187284.0;64735011.0
N1 - Activités de nettoyage;2021;4;2021-12-31;6737.0;7625.0;52258.0;82735.0;223441692.0
QZ - Santé;2021;4;2021-12-31;4813.0;10421.0;79943.0;97308.0;319207004.0
G2 - Commerce de gros, intermédiaires du commerce;2022;1;2022-03-31;5853.0;1957.0;29337.0;66045.0;214024201.0
R2 - Activités sportives;2022;1;2022-03-31;4013.0;696.0;36999.0;56748.0;127806456.0
CZ2 - Métiers de bouche;2022;2;2022-06-30;1784.0;681.0;17520.0;29268.0;82224854.0
F3 - BTP travaux de finition;2022;2;2022-06-30;5352.0;1845.0;71864.0;112622.0;520731527.0
G2 - Commerce de gros, intermédiaires du commerce;2022;2;2022-06-30;4327.0;1938.0;30224.0;68434.0;230217621.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2022;2;2022-06-30;359.0;184.0;3104.0;6978.0;18857478.0
HZ3 - Activités de poste et de courrier;2022;2;2022-06-30;12863.0;4407.0;37463.0;208475.0;46994063.0
JZ - Informatique, information et communication;2022;2;2022-06-30;8617.0;3068.0;51501.0;105914.0;361906980.0
M1 - Activités juridiques;2022;2;2022-06-30;143.0;49.0;1292.0;1961.0;10900730.0
M3 - Conseil pour les affaires et autres conseils de gestion;2022;2;2022-06-30;13770.0;5212.0;63969.0;151193.0;421724653.0
M5 - Autres activités scientifiques et techniques;2022;2;2022-06-30;5431.0;2104.0;55122.0;101999.0;266642975.0
HZ3 - Activités de poste et de courrier;2022;3;2022-09-30;11157.0;4009.0;35631.0;215623.0;44535454.0
IZ2 - Restauration et débits de boissons;2022;3;2022-09-30;3151.0;1687.0;29613.0;62458.0;221328110.0
R1 - Arts, spectacles et autres activités récréatives;2022;3;2022-09-30;7305.0;2011.0;62717.0;114678.0;220574725.0
F1 - BTP gros-oeuvre;2022;4;2022-12-31;3689.0;7601.3676471;45527.0;73826.0;335472367.0
F3 - BTP travaux de finition;2022;4;2022-12-31;4992.0;9809.436204;72538.0;110762.0;527725942.0
M2 - Activités comptables, de conseil et d'ingénierie;2022;4;2022-12-31;7186.0;11062.049867;46690.0;91996.0;296787336.0
N1 - Activités de nettoyage;2022;4;2022-12-31;7480.0;8779.7737276;61205.0;101709.0;254741332.0
R2 - Activités sportives;2022;4;2022-12-31;2975.0;4158.0959705;39375.0;60741.0;129105746.0
S1 - Réparations hors automobile;2022;4;2022-12-31;1219.0;2959.9210225;22400.0;33337.0;90069892.0
JZ - Informatique, information et communication;2023;1;2023-03-31;12974.0;3237.0;55182.0;117936.0;403476125.0
PZ - Enseignement;2023;1;2023-03-31;10588.0;2658.0;88751.0;142824.0;346694438.0
R1 - Arts, spectacles et autres activités récréatives;2023;1;2023-03-31;9361.0;1799.0;63627.0;119629.0;214115148.0
S1 - Réparations hors automobile;2023;1;2023-03-31;1786.0;537.0;22236.0;34586.0;84927285.0
M2 - Activités comptables, de conseil et d'ingénierie;2023;2;2023-06-30;5365.0;2517.0;45893.0;100592.0;287732562.0
R1 - Arts, spectacles et autres activités récréatives;2023;2;2023-06-30;7666.0;1814.0;69182.0;125481.0;251181339.0
R2 - Activités sportives;2023;2;2023-06-30;2852.0;790.0;42663.0;66299.0;148350563.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2023;3;2023-09-30;289.0;140.0;3044.0;6129.0;22048443.0
G5 - Commerce de détail sur marchés non classé ailleurs;2023;3;2023-09-30;1605.0;565.0;33838.0;52523.0;124493343.0
G6 - Commerce de détail non spécialisé;2023;3;2023-09-30;8355.0;2815.0;39131.0;98028.0;157961711.0
QZ - Santé;2023;3;2023-09-30;5792.0;2027.0;83411.0;118187.0;302603971.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2023;4;2023-12-31;2036.0;6452.4504582;32501.0;51617.0;168286593.0
HZ4 - Autres activités de transports et entreposage;2023;4;2023-12-31;503.0;857.1471519;2658.0;5894.0;11962597.0
AZ - Agriculture, sylviculture et pêche;2024;1;2024-03-31;194.0;43.0;2151.0;3342.0;9111258.0
F2 - BTP travaux d'installation;2024;1;2024-03-31;5470.0;1667.0;43793.0;74343.0;334159388.0
G5 - Commerce de détail sur marchés non classé ailleurs;2024;1;2024-03-31;2394.0;595.0;30333.0;51407.0;84776549.0
G6 - Commerce de détail non spécialisé;2024;1;2024-03-31;12841.0;3244.0;42643.0;101594.0;171597959.0
HZ3 - Activités de poste et de courrier;2024;1;2024-03-31;15811.0;3931.0;34968.0;175022.0;46844853.0
LZ - Activités immobilières;2024;1;2024-03-31;5725.0;2167.0;24684.0;68610.0;174970856.0
F1 - BTP gros-oeuvre;2024;2;2024-06-30;4240.0;1357.0;48081.0;85116.0;365491823.0
G6 - Commerce de détail non spécialisé;2024;2;2024-06-30;9816.0;3203.0;44103.0;108207.0;185930412.0
HZ4 - Autres activités de transports et entreposage;2024;2;2024-06-30;655.0;123.0;2910.0;6918.0;13281194.0
M1 - Activités juridiques;2024;2;2024-06-30;134.0;36.0;1550.0;2459.0;13276565.0
AZ - Agriculture, sylviculture et pêche;2024;3;2024-09-30;133.0;56.0;2335.0;3524.0;10884813.0
M5 - Autres activités scientifiques et techniques;2024;3;2024-09-30;6311.0;1791.0;60339.0;127776.0;293928195.0
S1 - Réparations hors automobile;2024;3;2024-09-30;1362.0;547.0;22440.0;36659.0;87430872.0
CZ1 - Industrie;2024;4;2024-12-31;8849.0;14912.735741;102467.0;164064.0;375571847.0
F1 - BTP gros-oeuvre;2024;4;2024-12-31;3875.0;9225.918179;47343.0;82322.0;348578767.0
G6 - Commerce de détail non spécialisé;2024;4;2024-12-31;11139.0;16019.713772;46911.0;109384.0;213848382.0
IZ1 - Hébergement;2024;4;2024-12-31;457.0;1229.2243346;9065.0;13642.0;44975695.0
KZ - Activités financières et d'assurance;2024;4;2024-12-31;961.0;2307.1155172;7262.0;13453.0;58756747.0
M1 - Activités juridiques;2024;4;2024-12-31;158.0;295.08108108;1661.0;2466.0;16134428.0
M2 - Activités comptables, de conseil et d'ingénierie;2024;4;2024-12-31;5710.0;16265.588038;49800.0;99106.0;335872299.0
M3 - Conseil pour les affaires et autres conseils de gestion;2024;4;2024-12-31;8351.0;32690.104673;70017.0;159066.0;538307679.0
N2 - Autres activités de service administratif et de soutien;2024;4;2024-12-31;9720.0;12716.021925;62388.0;120845.0;295272945.0
PZ - Enseignement;2024;4;2024-12-31;8404.0;14824.183036;98618.0;160962.0;425083628.0
G6 - Commerce de détail non spécialisé;2015;3;2015-09-30;1899.0;1654.0;17285.0;33625.0;56221974.0
QZ - Santé;2015;3;2015-09-30;3405.0;1262.0;36818.0;49771.0;79056744.0
R1 - Arts, spectacles et autres activités récréatives;2015;3;2015-09-30;4090.0;1805.0;29578.0;57631.0;67621687.0
LZ - Activités immobilières;2020;2;2020-06-30;3475.0;1112.0;15546.0;41653.0;106781501.0
M1 - Activités juridiques;2020;2;2020-06-30;42.0;17.0;957.0;1475.0;7131165.0
F1 - BTP gros-oeuvre;2020;4;2020-12-31;4087.0;5582.0;40179.0;63180.0;299598633.0
F1 - BTP gros-oeuvre;2021;1;2021-03-31;5612.0;1333.0;40029.0;67459.0;255294283.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2021;1;2021-03-31;551.0;184.0;2535.0;6558.0;14175921.0
N1 - Activités de nettoyage;2021;1;2021-03-31;7691.0;1268.0;42702.0;73145.0;153789788.0
S3 - Autres services personnels;2021;1;2021-03-31;10187.0;1951.0;55662.0;93119.0;155510935.0
AZ - Agriculture, sylviculture et pêche;2021;2;2021-06-30;107.0;66.0;2056.0;3113.0;8276298.0
G6 - Commerce de détail non spécialisé;2021;2;2021-06-30;7773.0;2617.0;31977.0;74186.0;140058170.0
HZ3 - Activités de poste et de courrier;2021;2;2021-06-30;29018.0;4788.0;50102.0;189314.0;77109942.0
HZ4 - Autres activités de transports et entreposage;2021;2;2021-06-30;355.0;119.0;1985.0;4710.0;7658894.0
N1 - Activités de nettoyage;2021;2;2021-06-30;7075.0;1341.0;47390.0;78879.0;187915985.0
N2 - Autres activités de service administratif et de soutien;2021;3;2021-09-30;4718.0;1834.0;39718.0;72143.0;164605072.0
HZ1 - Taxis - VTC;2021;4;2021-12-31;1784.0;3480.0;13300.0;22807.0;66325507.0
IZ1 - Hébergement;2021;4;2021-12-31;379.0;850.0;8064.0;11329.0;40131363.0
M2 - Activités comptables, de conseil et d'ingénierie;2021;4;2021-12-31;7625.0;10896.0;44439.0;76922.0;275284693.0
S1 - Réparations hors automobile;2021;4;2021-12-31;1264.0;2660.0;22420.0;32505.0;89605140.0
CZ2 - Métiers de bouche;2022;1;2022-03-31;1947.0;655.0;16162.0;28165.0;63304983.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2022;1;2022-03-31;3213.0;1259.0;30997.0;53604.0;133600477.0
S3 - Autres services personnels;2022;1;2022-03-31;14955.0;2660.0;74639.0;120555.0;214100004.0
G1 - Commerce-réparation d'automobiles;2022;2;2022-06-30;3597.0;1626.0;24011.0;53679.0;120271505.0
G5 - Commerce de détail sur marchés non classé ailleurs;2022;2;2022-06-30;1843.0;668.0;32912.0;50751.0;107060980.0
HZ1 - Taxis - VTC;2022;2;2022-06-30;1691.0;774.0;13157.0;24926.0;67943867.0
IZ1 - Hébergement;2022;2;2022-06-30;724.0;255.0;9575.0;12433.0;71466034.0
M2 - Activités comptables, de conseil et d'ingénierie;2022;2;2022-06-30;7827.0;2908.0;45015.0;91521.0;271796880.0
N2 - Autres activités de service administratif et de soutien;2022;2;2022-06-30;5880.0;1883.0;44534.0;77415.0;202111698.0
QZ - Santé;2022;2;2022-06-30;4182.0;2203.0;80350.0;108385.0;331488237.0
UZ - Autres;2022;2;2022-06-30;1.0;0.0;38.0;57.0;134707.0
AZ - Agriculture, sylviculture et pêche;2022;3;2022-09-30;103.0;62.0;2230.0;3229.0;9897485.0
CZ1 - Industrie;2022;3;2022-09-30;6968.0;2135.0;80907.0;137076.0;283664795.0
CZ2 - Métiers de bouche;2022;3;2022-09-30;1480.0;691.0;17900.0;30057.0;91235530.0
F1 - BTP gros-oeuvre;2022;3;2022-09-30;3433.0;1397.0;44226.0;77738.0;290271720.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2022;3;2022-09-30;328.0;207.0;3096.0;7099.0;21258987.0
IZ1 - Hébergement;2022;3;2022-09-30;542.0;308.0;10061.0;12667.0;118872914.0
M3 - Conseil pour les affaires et autres conseils de gestion;2022;3;2022-09-30;13467.0;5674.0;62092.0;158986.0;383552759.0
CZ1 - Industrie;2022;4;2022-12-31;7967.0;9920.5907846;88542.0;135122.0;327048050.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2022;4;2022-12-31;321.0;1784.1526871;3047.0;5636.0;20073894.0
HZ1 - Taxis - VTC;2022;4;2022-12-31;1832.0;3267.0294118;13578.0;24453.0;68168009.0
IZ1 - Hébergement;2022;4;2022-12-31;410.0;925.75475285;8447.0;12151.0;43741801.0
IZ2 - Restauration et débits de boissons;2022;4;2022-12-31;3330.0;9183.2903226;27946.0;56605.0;161144994.0
M5 - Autres activités scientifiques et techniques;2022;4;2022-12-31;5436.0;10246.865423;57500.0;100681.0;290103120.0
CZ2 - Métiers de bouche;2023;1;2023-03-31;1858.0;651.0;16867.0;29981.0;67326837.0
HZ4 - Autres activités de transports et entreposage;2023;1;2023-03-31;569.0;121.0;2347.0;5385.0;9972696.0
IZ2 - Restauration et débits de boissons;2023;1;2023-03-31;3876.0;1457.0;26675.0;59024.0;144449140.0
M1 - Activités juridiques;2023;1;2023-03-31;243.0;76.0;1402.0;2163.0;10729582.0
CZ2 - Métiers de bouche;2023;2;2023-06-30;1973.0;663.0;18437.0;31291.0;88800801.0
M1 - Activités juridiques;2023;2;2023-06-30;147.0;52.0;1418.0;2258.0;11531434.0
AZ - Agriculture, sylviculture et pêche;2023;3;2023-09-30;137.0;53.0;2271.0;3376.0;10456017.0
M3 - Conseil pour les affaires et autres conseils de gestion;2023;3;2023-09-30;12578.0;4819.0;63925.0;179533.0;411976478.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2023;3;2023-09-30;4273.0;1303.0;37869.0;83424.0;171920479.0
N1 - Activités de nettoyage;2023;3;2023-09-30;9519.0;1949.0;69763.0;126101.0;292451822.0
UZ - Autres;2023;3;2023-09-30;8.0;0.0;43.0;79.0;146059.0
G1 - Commerce-réparation d'automobiles;2023;4;2023-12-31;4690.0;9223.5758358;26067.0;56122.0;134421664.0
HZ2 - Transports routier de fret et déménagement;2023;4;2023-12-31;1618.0;1773.5086285;3626.0;10680.0;12541690.0
IZ1 - Hébergement;2023;4;2023-12-31;413.0;1001.4201521;8926.0;13030.0;44367793.0
M3 - Conseil pour les affaires et autres conseils de gestion;2023;4;2023-12-31;10420.0;26453.916322;68860.0;163499.0;502247246.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2023;4;2023-12-31;4439.0;8402.3750535;40798.0;79461.0;203893379.0
N1 - Activités de nettoyage;2023;4;2023-12-31;9723.0;12150.706327;71184.0;123674.0;299269724.0
S3 - Autres services personnels;2023;4;2023-12-31;10745.0;14527.414559;98215.0;158288.0;301750854.0
HZ4 - Autres activités de transports et entreposage;2024;1;2024-03-31;610.0;118.0;2606.0;6386.0;10903170.0
M1 - Activités juridiques;2024;1;2024-03-31;207.0;71.0;1511.0;2361.0;11012931.0
R2 - Activités sportives;2024;1;2024-03-31;4285.0;702.0;46403.0;71816.0;175504201.0
QZ - Santé;2024;2;2024-06-30;4253.0;1576.0;87331.0;121048.0;394733536.0
HZ3 - Activités de poste et de courrier;2024;3;2024-09-30;16120.0;3486.0;31373.0;199716.0;44633980.0
M1 - Activités juridiques;2024;3;2024-09-30;183.0;39.0;1540.0;2603.0;12493455.0
M3 - Conseil pour les affaires et autres conseils de gestion;2024;3;2024-09-30;8973.0;3567.0;65479.0;183405.0;451461072.0
PZ - Enseignement;2024;3;2024-09-30;10234.0;2349.0;87218.0;167382.0;285568918.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2024;4;2024-12-31;246.0;877.31893521;2753.0;5228.0;18995421.0
G1 - Commerce-réparation d'automobiles;2009;1;2009-03-31;1200.0;18.0;239.0;1183.0;1274300.0
UZ - Autres;2009;1;2009-03-31;27.0;1.0;7.0;26.0;34293.0
S3 - Autres services personnels;2009;2;2009-06-30;4463.0;184.0;2310.0;7694.0;5935273.0
HZ2 - Transports routier de fret et déménagement;2009;4;2009-12-31;189.0;61.0;190.0;633.0;728551.0
